Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-68882,"Mitotic Anaphase",81,207,7,24,0.014925373134328358,6.911249350594062E-12,1.2440248831069312E-9,11,11,9.447736837584815E-4,9606,Homo sapiens,"MARE1_HUMAN;PSMD4_HUMAN;ELYS_HUMAN;PSME4_HUMAN;NU107_HUMAN;TBB3_HUMAN;CKAP5_HUMAN;DC1I2_HUMAN;PSB5_HUMAN;PSA5_HUMAN;2A5E_HUMAN;PSD11_HUMAN;KIF2A_HUMAN;TBA1B_HUMAN;DC1L2_HUMAN;WAPL_HUMAN;BUB3_HUMAN;PSMD1_HUMAN;PSME1_HUMAN;PSB2_HUMAN;XPO1_HUMAN;PSMD3_HUMAN;EMD_HUMAN;NU133_HUMAN;TBB6_HUMAN;TBA4A_HUMAN;PRS6B_HUMAN;2ABA_HUMAN;PSA4_HUMAN;RAGP1_HUMAN;LMNA_HUMAN;UBE2C_HUMAN;PSMD7_HUMAN;BAF_HUMAN;RS27_HUMAN;ZW10_HUMAN;PSB6_HUMAN;DYL1_HUMAN;PSA1_HUMAN;TBA1C_HUMAN;KNTC1_HUMAN;TBB4B_HUMAN;2AAB_HUMAN;LMNB1_HUMAN;PP2AA_HUMAN;PSME2_HUMAN;PRS7_HUMAN;VRK1_HUMAN;PSA3_HUMAN;PSB3_HUMAN;PRS4_HUMAN;PSD12_HUMAN;DYL2_HUMAN;PSMD6_HUMAN;PRS10_HUMAN;SMC3_HUMAN;LIS1_HUMAN;KIF2C_HUMAN;RAD21_HUMAN;NUP37_HUMAN;TBB2B_HUMAN;RCC2_HUMAN;PSME3_HUMAN;MD2L1_HUMAN;PDS5A_HUMAN;PSB7_HUMAN;2AAA_HUMAN;PSB4_HUMAN;PRS8_HUMAN;PSDE_HUMAN;DYHC1_HUMAN;NUDC_HUMAN;PSD13_HUMAN;RS27A_HUMAN;NUP98_HUMAN;PSMD5_HUMAN;PSMD2_HUMAN;PSB1_HUMAN;PSA6_HUMAN;NUP43_HUMAN","Q14204;Q9Y266;Q14008;O43237;P51665;Q9P258;P52948-5;P63167;P62195;Q9BVA1;P43034;Q13200;Q8WUM0;P46060;O43242;P55036;O43684;O00231;O75531;Q13409;P30153;P30154;O00232;O60216;Q99436;Q9BUF5;P67775;Q9UQE7;P50748;Q8WYP5;P49721;Q16401;P49720;P60900;Q29RF7;Q7Z5K2;Q13257;P28066;P68363;P57740;Q06323;O00487;P35998;O00762;Q99986;P62333;P20618;Q99661;P02545-1;P02545-2;P25789;Q8NFH3;P25788;Q8NFH4;P61289;P62979;Q9BQE3;P25786;Q14997;Q15008;O43264;O00139;Q9UL46;O14980;Q16537;Q13509;Q9UNM6;P62191;P28074;Q99460;P28072;P28070;P68371;P50402;P42677;P20700;P63151;Q96FJ2;P68366;Q15691;P43686",PDS5A_HUMAN;SMC3_HUMAN;PP2AA_HUMAN;RAD21_HUMAN;2AAA_HUMAN;WAPL_HUMAN;SSU72_HUMAN,O60216;Q7Z5K2;Q14674;Q86XL3;Q96FF9,"R-HSA-2995389;R-HSA-2995388;R-HSA-174144;R-HSA-2467798;R-HSA-2467809;R-HSA-2545203;R-HSA-2467811;R-HSA-174202;R-HSA-2467775;R-HSA-174121;R-HSA-2995376"
R-HSA-156842,"Eukaryotic Translation Elongation",64,104,11,59,0.007498738193092509,4.713129886368961E-11,7.51342588145576E-9,9,9,7.729966503478485E-4,9606,Homo sapiens,"RL29_HUMAN;RL13A_HUMAN;EF1A1_HUMAN;RL10A_HUMAN;RL12_HUMAN;RL4_HUMAN;RL22_HUMAN;RL35A_HUMAN;RL8_HUMAN;RL26_HUMAN;EF1B_HUMAN;RL36_HUMAN;RLA1_HUMAN;RL18A_HUMAN;RS23_HUMAN;RS13_HUMAN;RS20_HUMAN;RS10_HUMAN;RL5_HUMAN;RS4X_HUMAN;RL23_HUMAN;RS3_HUMAN;RL38_HUMAN;RLA2_HUMAN;RS16_HUMAN;RL35_HUMAN;RS12_HUMAN;RS15A_HUMAN;RS27_HUMAN;RS27L_HUMAN;RL15_HUMAN;RS19_HUMAN;RS7_HUMAN;RS2_HUMAN;RS25_HUMAN;EF2_HUMAN;RL23A_HUMAN;RL27A_HUMAN;RL27_HUMAN;RL9_HUMAN;RS18_HUMAN;RL11_HUMAN;EF1G_HUMAN;RL7A_HUMAN;RL34_HUMAN;RL31_HUMAN;RL21_HUMAN;RL36L_HUMAN;RL3_HUMAN;RL6_HUMAN;RS6_HUMAN;RS28_HUMAN;EF1D_HUMAN;RL13_HUMAN;RL28_HUMAN;RS26_HUMAN;RS17_HUMAN;RS11_HUMAN;RS27A_HUMAN;RS29_HUMAN;RS14_HUMAN;RL7_HUMAN;RLA0_HUMAN;RS3A_HUMAN","Q9Y3U8;P23396;Q71UM5;P29692;P62917;P62081;P62280;P18124;P39019;P62750;P62277;P47914;P39023;P62273;P30050;P46783;P62913;P62753;P13639;P36578;P62244;P63173;P68104;P61353;P61313;P05386;P46777;P46776;P60866;P05387;P46779;P05388;P46778;P49207;P62249;P25398;P26641;P32969;P42766;Q02878;P62899;P40429;P24534;P61247;P62857;P62979;P62851;P62854;P08708;P26373;P62906;P62829;P35268;P18077;P42677;P62266;P15880;Q02543;P61254;P62263;P62701;P62269;P62424;Q969Q0",ECH1_HUMAN;EF1B_HUMAN;RAB1A_HUMAN;EF1G_HUMAN;RAN_HUMAN;SNW1_HUMAN;RAC1_HUMAN;CDC42_HUMAN;TTL12_HUMAN;EF1D_HUMAN;1433Z_HUMAN,P29692;P24534;15996;P68104;P26641,"R-HSA-156930;R-HSA-156915;R-HSA-156912;R-HSA-156913;R-HSA-156923;R-HSA-156907;R-HSA-156910;R-HSA-156908;R-HSA-156909"
R-HSA-2408557,"Selenocysteine synthesis",60,116,2,29,0.008363977215372412,5.06067410199762E-11,7.51342588145576E-9,5,7,6.012196169372155E-4,9606,Homo sapiens,"RL29_HUMAN;RL13A_HUMAN;RL10A_HUMAN;RL12_HUMAN;RL4_HUMAN;RL22_HUMAN;RL35A_HUMAN;RL8_HUMAN;RL26_HUMAN;RL36_HUMAN;RLA1_HUMAN;RL18A_HUMAN;RS23_HUMAN;RS13_HUMAN;RS20_HUMAN;RS10_HUMAN;RL5_HUMAN;RS4X_HUMAN;RL23_HUMAN;RS3_HUMAN;RL38_HUMAN;RLA2_HUMAN;RS16_HUMAN;RL35_HUMAN;RS12_HUMAN;RS15A_HUMAN;RS27_HUMAN;RS27L_HUMAN;RL15_HUMAN;RS19_HUMAN;RS7_HUMAN;RS2_HUMAN;RS25_HUMAN;RL23A_HUMAN;RL27A_HUMAN;RL27_HUMAN;RL9_HUMAN;RS18_HUMAN;RL11_HUMAN;RL7A_HUMAN;RL34_HUMAN;RL31_HUMAN;RL21_HUMAN;RL36L_HUMAN;RL3_HUMAN;RL6_HUMAN;RS6_HUMAN;SYSC_HUMAN;RS28_HUMAN;RL13_HUMAN;RL28_HUMAN;RS26_HUMAN;RS17_HUMAN;RS11_HUMAN;RS27A_HUMAN;RS29_HUMAN;RS14_HUMAN;RL7_HUMAN;RLA0_HUMAN;RS3A_HUMAN","Q9Y3U8;P23396;Q71UM5;P62917;P62081;P62280;P18124;P39019;P62750;P62277;P47914;P39023;P62273;P30050;P46783;P62913;P62753;P36578;P62244;P63173;P61353;P61313;P05386;P46777;P46776;P60866;P05387;P46779;P05388;P46778;P49207;P62249;P25398;P32969;P42766;Q02878;P62899;P40429;P61247;P62857;P62979;P62851;P62854;P49591;P08708;P26373;P62906;P62829;P35268;P18077;P42677;P62266;P15880;Q02543;P61254;P62263;P62701;P62269;P62424;Q969Q0",VRK1_HUMAN;IDH3A_HUMAN,16761;15422,"R-HSA-2408529;R-HSA-2408526;R-HSA-5333615;R-HSA-8959510;R-HSA-2408507"
R-HSA-72702,"Ribosomal scanning and start codon recognition",47,66,7,35,0.004758814622539477,5.3286708379118863E-11,7.51342588145576E-9,2,2,1.71777033410633E-4,9606,Homo sapiens,"RS2_HUMAN;IF2B_HUMAN;IF4B_HUMAN;RS25_HUMAN;EIF3C_HUMAN;EIF3H_HUMAN;IF4A2_HUMAN;EIF3J_HUMAN;EIF3M_HUMAN;IF1AX_HUMAN;EIF3A_HUMAN;IF4E_HUMAN;RS18_HUMAN;EIF3E_HUMAN;EIF3L_HUMAN;EIF3G_HUMAN;RS23_HUMAN;RS13_HUMAN;RS20_HUMAN;RS6_HUMAN;RS10_HUMAN;RS28_HUMAN;IF4H_HUMAN;RS4X_HUMAN;EIF3B_HUMAN;RS3_HUMAN;IF2A_HUMAN;EIF3D_HUMAN;EIF3I_HUMAN;RS26_HUMAN;RS16_HUMAN;RS12_HUMAN;RS15A_HUMAN;RS17_HUMAN;RS11_HUMAN;EIF3F_HUMAN;RS27_HUMAN;RS27A_HUMAN;IF2G_HUMAN;RS27L_HUMAN;RS29_HUMAN;RS19_HUMAN;RS7_HUMAN;IF5_HUMAN;RS14_HUMAN;IF4A1_HUMAN;RS3A_HUMAN","P25398;P23396;P55884;O75821;O75822;Q71UM5;P62081;P62280;O00303;P39019;P62277;P62273;P55010;P23588;P61247;Q14152;P46783;P62857;P05198;P62979;P62851;P62753;P47813;P62854;O15371;Q13347;O15372;P08708;P41091;P42677;Q99613;P62266;P62244;P15880;P62263;P62701;Q9Y262;Q14240;Q7L2H7;P20042;P60866;P60228;P62269;P06730;P60842;Q15056;P62249",EIF3C_HUMAN;RAN_HUMAN;EIF3A_HUMAN;IF1AX_HUMAN;VRK1_HUMAN;IF5_HUMAN;IDH3A_HUMAN,16761;P47813;P55010;15422,"R-HSA-72697;R-HSA-72621"
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",41,54,4,24,0.003893575600259572,8.373268745032192E-11,1.1052714743442493E-8,3,3,2.576655501159495E-4,9606,Homo sapiens,"RS2_HUMAN;IF2B_HUMAN;RS25_HUMAN;EIF3C_HUMAN;EIF3H_HUMAN;EIF3J_HUMAN;EIF3M_HUMAN;IF1AX_HUMAN;EIF3A_HUMAN;RS18_HUMAN;EIF3E_HUMAN;EIF3L_HUMAN;EIF3G_HUMAN;RS13_HUMAN;RS23_HUMAN;RS10_HUMAN;RS20_HUMAN;RS6_HUMAN;RS28_HUMAN;RS4X_HUMAN;EIF3B_HUMAN;RS3_HUMAN;IF2A_HUMAN;EIF3D_HUMAN;EIF3I_HUMAN;RS26_HUMAN;RS16_HUMAN;RS15A_HUMAN;RS12_HUMAN;RS17_HUMAN;RS11_HUMAN;EIF3F_HUMAN;RS27_HUMAN;RS27A_HUMAN;IF2G_HUMAN;RS27L_HUMAN;RS29_HUMAN;RS19_HUMAN;RS7_HUMAN;RS14_HUMAN;RS3A_HUMAN","P25398;P23396;P55884;O75821;O75822;Q71UM5;P62081;P62280;O00303;P39019;P62277;P62273;Q14152;P46783;P61247;P62857;P05198;P62979;P62851;P47813;P62753;P62854;O15371;Q13347;O15372;P08708;P41091;P42677;Q99613;P62244;P62266;P15880;P62263;P62701;Q9Y262;Q7L2H7;P20042;P62269;P60866;P60228;P62249",RAB1A_HUMAN;RAN_HUMAN;RAC1_HUMAN;CDC42_HUMAN,15996,"R-HSA-72691;R-HSA-72663;R-HSA-72669"
R-HSA-2467813,"Separation of Sister Chromatids",74,193,6,22,0.013915927608335136,1.2569101315307307E-10,1.558568563098106E-8,8,8,6.87108133642532E-4,9606,Homo sapiens,"MARE1_HUMAN;PSMD4_HUMAN;ELYS_HUMAN;PSME4_HUMAN;NU107_HUMAN;TBB3_HUMAN;CKAP5_HUMAN;DC1I2_HUMAN;PSB5_HUMAN;PSA5_HUMAN;2A5E_HUMAN;PSD11_HUMAN;KIF2A_HUMAN;TBA1B_HUMAN;DC1L2_HUMAN;WAPL_HUMAN;BUB3_HUMAN;PSMD1_HUMAN;PSME1_HUMAN;PSB2_HUMAN;XPO1_HUMAN;PSMD3_HUMAN;NU133_HUMAN;TBB6_HUMAN;TBA4A_HUMAN;PRS6B_HUMAN;PSA4_HUMAN;RAGP1_HUMAN;UBE2C_HUMAN;PSMD7_HUMAN;RS27_HUMAN;ZW10_HUMAN;PSB6_HUMAN;DYL1_HUMAN;PSA1_HUMAN;TBA1C_HUMAN;KNTC1_HUMAN;TBB4B_HUMAN;2AAB_HUMAN;PP2AA_HUMAN;PSME2_HUMAN;PRS7_HUMAN;PSA3_HUMAN;PSB3_HUMAN;PRS4_HUMAN;PSD12_HUMAN;DYL2_HUMAN;PSMD6_HUMAN;PRS10_HUMAN;SMC3_HUMAN;LIS1_HUMAN;KIF2C_HUMAN;RAD21_HUMAN;NUP37_HUMAN;TBB2B_HUMAN;RCC2_HUMAN;PSME3_HUMAN;MD2L1_HUMAN;PDS5A_HUMAN;PSB7_HUMAN;2AAA_HUMAN;PSB4_HUMAN;PRS8_HUMAN;PSDE_HUMAN;DYHC1_HUMAN;NUDC_HUMAN;PSD13_HUMAN;RS27A_HUMAN;NUP98_HUMAN;PSMD5_HUMAN;PSMD2_HUMAN;PSB1_HUMAN;PSA6_HUMAN;NUP43_HUMAN","Q14204;Q9Y266;Q14008;O43237;P51665;Q9P258;P52948-5;P63167;P62195;Q9BVA1;P43034;Q13200;Q8WUM0;P46060;O43242;P55036;O43684;O00231;Q13409;P30153;P30154;O00232;O60216;Q99436;Q9BUF5;P67775;Q9UQE7;P50748;Q8WYP5;P49721;Q16401;P49720;P60900;Q29RF7;Q7Z5K2;Q13257;P28066;P68363;P57740;Q06323;O00487;P35998;O00762;P62333;P20618;Q99661;P25789;Q8NFH3;P25788;Q8NFH4;P61289;P62979;Q9BQE3;P25786;Q14997;Q15008;O43264;O00139;Q9UL46;O14980;Q16537;Q13509;Q9UNM6;P62191;P28074;Q99460;P28072;P28070;P68371;P42677;Q96FJ2;P68366;Q15691;P43686",PDS5A_HUMAN;SMC3_HUMAN;PP2AA_HUMAN;RAD21_HUMAN;WAPL_HUMAN;SSU72_HUMAN,O60216;Q7Z5K2;Q14674;Q96FF9,"R-HSA-174144;R-HSA-2467798;R-HSA-2467809;R-HSA-2545203;R-HSA-2467811;R-HSA-174202;R-HSA-2467775;R-HSA-174121"
R-HSA-180585,"Vif-mediated degradation of APOBEC3G",34,56,0,2,0.0040377821039728895,1.3999013059873278E-10,1.6238855149453002E-8,3,4,3.43554066821266E-4,9606,Homo sapiens,"PSMD4_HUMAN;PRS7_HUMAN;PSME2_HUMAN;RBX1_HUMAN;PSB3_HUMAN;PSA3_HUMAN;PSME4_HUMAN;PRS4_HUMAN;PSD12_HUMAN;PSB5_HUMAN;PSA5_HUMAN;PSMD6_HUMAN;PRS10_HUMAN;PSD11_HUMAN;PSMD1_HUMAN;PSME1_HUMAN;PSME3_HUMAN;PSB2_HUMAN;PSMD3_HUMAN;PSB7_HUMAN;PRS6B_HUMAN;PSA4_HUMAN;PSB4_HUMAN;PRS8_HUMAN;PSDE_HUMAN;PSMD7_HUMAN;PSD13_HUMAN;RS27A_HUMAN;PSMD5_HUMAN;PSB6_HUMAN;PSMD2_HUMAN;PSA1_HUMAN;PSA6_HUMAN;PSB1_HUMAN","",,,"R-HSA-180603;R-HSA-180555;R-HSA-180540"
R-HSA-6798695,"Neutrophil degranulation",136,480,0,0,0.03460956089119619,1.6325008012074704E-10,1.7957508813282175E-8,10,10,8.58885167053165E-4,9606,Homo sapiens,"CATD_HUMAN;HS90B_HUMAN;COTL1_HUMAN;CYTB_HUMAN;IDHC_HUMAN;FABP5_HUMAN;DESP_HUMAN;PSA5_HUMAN;PGM2_HUMAN;GDIB_HUMAN;PSD11_HUMAN;TCPB_HUMAN;IMDH2_HUMAN;UBR4_HUMAN;G6PI_HUMAN;PPIA_HUMAN;CAND1_HUMAN;GGH_HUMAN;PNPH_HUMAN;MGST1_HUMAN;PSMD3_HUMAN;NICA_HUMAN;RAC1_HUMAN;RAP1A_HUMAN;GNS_HUMAN;KPYM_HUMAN;CATA_HUMAN;TERA_HUMAN;RAB6A_HUMAN;DYL1_HUMAN;LTOR1_HUMAN;AMPN_HUMAN;TBB4B_HUMAN;MIF_HUMAN;ACTY_HUMAN;B2MG_HUMAN;MK01_HUMAN;PGES2_HUMAN;CATB_HUMAN;RHOG_HUMAN;GSTP1_HUMAN;FAF2_HUMAN;CAN1_HUMAN;ACLY_HUMAN;AP1M1_HUMAN;PFKAL_HUMAN;LAMP2_HUMAN;LKHA4_HUMAN;S10A8_HUMAN;DNJC5_HUMAN;ALDOC_HUMAN;MLEC_HUMAN;NIT2_HUMAN;HMGB1_HUMAN;HEXB_HUMAN;LTOR3_HUMAN;PSB7_HUMAN;ATD3B_HUMAN;CATC_HUMAN;XRCC6_HUMAN;LAMP1_HUMAN;VAT1_HUMAN;NB5R3_HUMAN;PYGB_HUMAN;PCP_HUMAN;HUWE1_HUMAN;RAP1B_HUMAN;PSMD2_HUMAN;PNCB_HUMAN;ANXA2_HUMAN;CYFP1_HUMAN;PGM1_HUMAN;PSB1_HUMAN;SPTN1_HUMAN;AGAL_HUMAN;CSK2B_HUMAN;ARP2_HUMAN;PGAM1_HUMAN;PDXK_HUMAN;EF1A1_HUMAN;XRCC5_HUMAN;RAB5C_HUMAN;ITAV_HUMAN;PA2G4_HUMAN;SPB6_HUMAN;LEG3_HUMAN;COMD3_HUMAN;DBNL_HUMAN;PSMD1_HUMAN;COPB_HUMAN;PLAK_HUMAN;HS90A_HUMAN;PRDX6_HUMAN;DNJC3_HUMAN;PSMD7_HUMAN;CPNE1_HUMAN;ACPH_HUMAN;IMB1_HUMAN;DYLT1_HUMAN;PRS7_HUMAN;EF2_HUMAN;IMDH1_HUMAN;TCPQ_HUMAN;CAP1_HUMAN;CKAP4_HUMAN;PSD12_HUMAN;ARPC5_HUMAN;TXND5_HUMAN;PSMD6_HUMAN;MPRI_HUMAN;RAB18_HUMAN;CATZ_HUMAN;APT_HUMAN;SAP_HUMAN;IQGA1_HUMAN;OSTF1_HUMAN;ALDOA_HUMAN;SRP14_HUMAN;SDCB1_HUMAN;PA1B2_HUMAN;S10AB_HUMAN;RAB10_HUMAN;PGRC1_HUMAN;CPNE3_HUMAN;DYHC1_HUMAN;PSDE_HUMAN;VAPA_HUMAN;VINC_HUMAN;MVP_HUMAN;PPGB_HUMAN;PSD13_HUMAN;STOM_HUMAN;RAB7A_HUMAN;PYGL_HUMAN;PRDX4_HUMAN;HSP7C_HUMAN","",,,"R-HSA-6798743;R-HSA-6799350;R-HSA-6798739;R-HSA-6800434;R-HSA-6798751;R-HSA-6798749;R-HSA-6798748;R-HSA-6798747;R-HSA-6800426;R-HSA-6798745"
R-HSA-174113,"SCF-beta-TrCP mediated degradation of Emi1",33,55,0,0,0.00396567885211623,2.2391688503375917E-10,2.3287356043510954E-8,2,3,2.576655501159495E-4,9606,Homo sapiens,"PSMD4_HUMAN;PRS7_HUMAN;PSME2_HUMAN;PSB3_HUMAN;PSA3_HUMAN;PSME4_HUMAN;PRS4_HUMAN;PSD12_HUMAN;PSB5_HUMAN;PSA5_HUMAN;PSMD6_HUMAN;PRS10_HUMAN;PSD11_HUMAN;PSMD1_HUMAN;PSME1_HUMAN;PSME3_HUMAN;PSB2_HUMAN;PSMD3_HUMAN;PSB7_HUMAN;PRS6B_HUMAN;PSA4_HUMAN;PSB4_HUMAN;PRS8_HUMAN;PSDE_HUMAN;PSMD7_HUMAN;PSD13_HUMAN;RS27A_HUMAN;PSMD5_HUMAN;PSB6_HUMAN;PSMD2_HUMAN;PSA1_HUMAN;PSA6_HUMAN;PSB1_HUMAN","",,,"R-HSA-174203;R-HSA-174159"
R-HSA-72737,"Cap-dependent Translation Initiation",84,131,26,131,0.009445525993222294,2.407097854373319E-10,2.3830268758295858E-8,18,18,0.001545993300695697,9606,Homo sapiens,"RL29_HUMAN;RL13A_HUMAN;EIF3C_HUMAN;RL10A_HUMAN;IF4A2_HUMAN;EIF3J_HUMAN;EIF3M_HUMAN;RL12_HUMAN;RL4_HUMAN;RL22_HUMAN;RL35A_HUMAN;RL8_HUMAN;RL26_HUMAN;RL36_HUMAN;RLA1_HUMAN;RL18A_HUMAN;EIF3G_HUMAN;RS23_HUMAN;RS13_HUMAN;RS20_HUMAN;RS10_HUMAN;RL5_HUMAN;RS4X_HUMAN;RL23_HUMAN;RS3_HUMAN;RL38_HUMAN;EI2BA_HUMAN;RLA2_HUMAN;EIF3I_HUMAN;RS16_HUMAN;RL35_HUMAN;RS12_HUMAN;RS15A_HUMAN;EIF3F_HUMAN;RS27_HUMAN;RS27L_HUMAN;RL15_HUMAN;RS19_HUMAN;RS7_HUMAN;IF5_HUMAN;RS2_HUMAN;IF2B_HUMAN;IF4B_HUMAN;RS25_HUMAN;EIF3H_HUMAN;IF1AX_HUMAN;EIF3A_HUMAN;EI2BB_HUMAN;PABP1_HUMAN;RL23A_HUMAN;RL27A_HUMAN;RL27_HUMAN;RL9_HUMAN;IF4E_HUMAN;RS18_HUMAN;EIF3E_HUMAN;RL11_HUMAN;EIF3L_HUMAN;RL7A_HUMAN;RL34_HUMAN;RL31_HUMAN;RL21_HUMAN;RL36L_HUMAN;RL3_HUMAN;RL6_HUMAN;RS6_HUMAN;RS28_HUMAN;IF4H_HUMAN;EIF3B_HUMAN;RL13_HUMAN;RL28_HUMAN;IF2A_HUMAN;EIF3D_HUMAN;RS26_HUMAN;RS17_HUMAN;RS11_HUMAN;RS27A_HUMAN;IF2G_HUMAN;RS29_HUMAN;RS14_HUMAN;RL7_HUMAN;RLA0_HUMAN;IF4A1_HUMAN;RS3A_HUMAN","Q9Y3U8;P23396;O75821;O75822;Q71UM5;P62917;P62081;P62280;P18124;O00303;P39019;P62750;P62277;P47914;P39023;P62273;P30050;P23588;P46783;P62913;P62753;O15371;P49770;O15372;P36578;P41091;P62244;P63173;P61353;P61313;Q7L2H7;P20042;P05386;P46777;P46776;P60866;P60228;P05387;P46779;P05388;P46778;P49207;P62249;P25398;P55884;P32969;P11940;P42766;Q02878;P62899;P55010;P40429;P61247;Q14152;P62857;P05198;P62979;P62851;P47813;Q14232;P62854;Q13347;P08708;P26373;P62906;P62829;P35268;P18077;P42677;Q99613;P62266;P15880;Q02543;P61254;P62263;P62701;Q9Y262;Q14240;P62269;P62424;P06730;P60842;Q969Q0;Q15056",EIF3C_HUMAN;PP2AA_HUMAN;IF4A2_HUMAN;EIF3J_HUMAN;EIF3A_HUMAN;IF1AX_HUMAN;VRK1_HUMAN;PABP1_HUMAN;IDH3A_HUMAN;IF4E_HUMAN;RS6_HUMAN;LPPRC_HUMAN;GEMI5_HUMAN;PCBP1_HUMAN;RAB1A_HUMAN;RCC1_HUMAN;NCBP1_HUMAN;RAC1_HUMAN;RENT1_HUMAN;PABP2_HUMAN;RAN_HUMAN;1433G_HUMAN;PCBP2_HUMAN;CDC42_HUMAN;IF5_HUMAN;IF4A1_HUMAN,Q04637;16761;17552;P47813;Q13541;P11940;Q15056;P23588;P55010;P06730;15996;15422,"R-HSA-72673;R-HSA-72672;R-HSA-72676;R-HSA-72647;R-HSA-72619;R-HSA-156808;R-HSA-72621;R-HSA-72622;R-HSA-72691;R-HSA-72722;R-HSA-72631;R-HSA-72663;R-HSA-72697;R-HSA-72635;R-HSA-157849;R-HSA-72669;R-HSA-72671;R-HSA-72670"
R-HSA-72613,"Eukaryotic Translation Initiation",84,131,26,132,0.009445525993222294,2.8987834355120867E-10,2.7248564293813615E-8,21,21,0.0018036588508116465,9606,Homo sapiens,"RL29_HUMAN;RL13A_HUMAN;EIF3C_HUMAN;RL10A_HUMAN;IF4A2_HUMAN;EIF3J_HUMAN;EIF3M_HUMAN;RL12_HUMAN;RL4_HUMAN;RL22_HUMAN;RL35A_HUMAN;RL8_HUMAN;RL26_HUMAN;RL36_HUMAN;RLA1_HUMAN;RL18A_HUMAN;EIF3G_HUMAN;RS23_HUMAN;RS13_HUMAN;RS20_HUMAN;RS10_HUMAN;RL5_HUMAN;RS4X_HUMAN;RL23_HUMAN;RS3_HUMAN;RL38_HUMAN;EI2BA_HUMAN;RLA2_HUMAN;EIF3I_HUMAN;RS16_HUMAN;RL35_HUMAN;RS12_HUMAN;RS15A_HUMAN;EIF3F_HUMAN;RS27_HUMAN;RS27L_HUMAN;RL15_HUMAN;RS19_HUMAN;RS7_HUMAN;IF5_HUMAN;RS2_HUMAN;IF2B_HUMAN;IF4B_HUMAN;RS25_HUMAN;EIF3H_HUMAN;IF1AX_HUMAN;EIF3A_HUMAN;EI2BB_HUMAN;PABP1_HUMAN;RL23A_HUMAN;RL27A_HUMAN;RL27_HUMAN;RL9_HUMAN;IF4E_HUMAN;RS18_HUMAN;EIF3E_HUMAN;RL11_HUMAN;EIF3L_HUMAN;RL7A_HUMAN;RL34_HUMAN;RL31_HUMAN;RL21_HUMAN;RL36L_HUMAN;RL3_HUMAN;RL6_HUMAN;RS6_HUMAN;RS28_HUMAN;IF4H_HUMAN;EIF3B_HUMAN;RL13_HUMAN;RL28_HUMAN;IF2A_HUMAN;EIF3D_HUMAN;RS26_HUMAN;RS17_HUMAN;RS11_HUMAN;RS27A_HUMAN;IF2G_HUMAN;RS29_HUMAN;RS14_HUMAN;RL7_HUMAN;RLA0_HUMAN;IF4A1_HUMAN;RS3A_HUMAN","Q9Y3U8;P23396;O75821;O75822;Q71UM5;P62917;P62081;P62280;P18124;O00303;P39019;P62750;P62277;P47914;P39023;P62273;P30050;P23588;P46783;P62913;P62753;O15371;P49770;O15372;P36578;P41091;P62244;P63173;P61353;P61313;Q7L2H7;P20042;P05386;P46777;P46776;P60866;P60228;P05387;P46779;P05388;P46778;P49207;P62249;P25398;P55884;P32969;P11940;P42766;Q02878;P62899;P55010;P40429;P61247;Q14152;P62857;P05198;P62979;P62851;P47813;Q14232;P62854;Q13347;P08708;P26373;P62906;P62829;P35268;P18077;P42677;Q99613;P62266;P15880;Q02543;P61254;P62263;P62701;Q9Y262;Q14240;P62269;P62424;P06730;P60842;Q969Q0;Q15056",EIF3C_HUMAN;PP2AA_HUMAN;IF4A2_HUMAN;EIF3J_HUMAN;EIF3A_HUMAN;IF1AX_HUMAN;VRK1_HUMAN;PABP1_HUMAN;IDH3A_HUMAN;IF4E_HUMAN;RS6_HUMAN;LPPRC_HUMAN;GEMI5_HUMAN;PCBP1_HUMAN;RAB1A_HUMAN;RCC1_HUMAN;NCBP1_HUMAN;RAC1_HUMAN;RENT1_HUMAN;PABP2_HUMAN;RAN_HUMAN;1433G_HUMAN;PCBP2_HUMAN;CDC42_HUMAN;IF5_HUMAN;IF4A1_HUMAN,Q04637;16761;17552;P47813;Q13541;P11940;Q15056;P23588;P55010;P06730;15996;15422,"R-HSA-72673;R-HSA-72672;R-HSA-156832;R-HSA-72676;R-HSA-72647;R-HSA-72619;R-HSA-156808;R-HSA-72621;R-HSA-72622;R-HSA-72691;R-HSA-72722;R-HSA-156823;R-HSA-72631;R-HSA-72663;R-HSA-72697;R-HSA-156826;R-HSA-72635;R-HSA-157849;R-HSA-72669;R-HSA-72671;R-HSA-72670"
